analytics_id,machine_id,log_timestamp,fuel_efficiency_score,engine_stability_score,utilization_ratio,wear_and_tear_index,safety_score,downtime_risk_pct
6493,73,2025-06-11T00:00:00Z,100.0,95.55,60.72,30,98,0.0
6494,73,2025-06-12T00:00:00Z,97.62,100.0,58.81,33,100,0.01
6495,73,2025-06-13T00:00:00Z,92.86,83.04,60.22,30,100,0.01
6496,73,2025-06-14T00:00:00Z,81.48,95.97,57.53,30,100,0.01
6497,73,2025-06-15T00:00:00Z,98.29,100.0,65.28,30,100,0.0
6498,73,2025-06-16T00:00:00Z,100.0,100.0,56.74,30,100,0.0
6499,73,2025-06-17T00:00:00Z,98.77,79.05,72.82,30,98,0.01
6500,73,2025-06-18T00:00:00Z,100.0,97.86,70.49,33,100,0.0
6501,73,2025-06-19T00:00:00Z,92.03,100.0,53.6,36,100,0.01
6502,73,2025-06-20T00:00:00Z,95.08,90.82,58.55,30,100,0.01
6503,73,2025-06-21T00:00:00Z,94.01,93.22,61.04,33,100,0.01
6504,73,2025-06-22T00:00:00Z,85.95,100.0,53.34,33,100,0.01
6505,73,2025-06-23T00:00:00Z,82.24,100.0,64.6,30,100,0.01
6506,73,2025-06-24T00:00:00Z,100.0,100.0,57.75,30,98,0.0
6507,73,2025-06-25T00:00:00Z,90.49,100.0,56.29,33,100,0.01
6508,73,2025-06-26T00:00:00Z,95.35,100.0,74.14,33,100,0.01
6509,73,2025-06-27T00:00:00Z,93.65,71.55,63.55,30,100,0.02
6510,73,2025-06-28T00:00:00Z,80.17,77.47,54.22,33,100,0.03
6511,73,2025-06-29T00:00:00Z,93.51,97.2,66.24,33,93,0.01
6512,73,2025-06-30T00:00:00Z,100.0,96.68,61.05,33,100,0.01
6513,73,2025-07-01T00:00:00Z,99.62,100.0,74.95,33,100,0.0
6514,73,2025-07-02T00:00:00Z,90.21,100.0,67.66,30,100,0.01
6515,73,2025-07-03T00:00:00Z,100.0,81.64,74.55,30,100,0.01
6516,73,2025-07-04T00:00:00Z,97.68,98.93,56.22,33,100,0.01
6517,73,2025-07-05T00:00:00Z,95.26,66.52,56.17,30,98,0.02
6518,73,2025-07-06T00:00:00Z,93.1,100.0,71.08,30,98,0.01
6519,73,2025-07-07T00:00:00Z,85.73,97.67,74.32,30,100,0.01
6520,73,2025-07-08T00:00:00Z,99.49,100.0,71.98,33,98,0.01
6521,73,2025-07-09T00:00:00Z,81.97,74.63,67.28,33,98,0.03
6522,73,2025-07-10T00:00:00Z,98.26,93.23,74.55,30,96,0.01
6523,73,2025-07-11T00:00:00Z,88.48,100.0,54.65,30,100,0.01
6524,73,2025-07-12T00:00:00Z,93.51,83.5,69.86,30,100,0.01
6525,73,2025-07-13T00:00:00Z,97.68,69.79,64.91,30,100,0.01
6526,73,2025-07-14T00:00:00Z,100.0,69.15,61.09,30,98,0.01
6527,73,2025-07-15T00:00:00Z,84.29,100.0,63.39,30,100,0.01
6528,73,2025-07-16T00:00:00Z,96.76,77.17,69.81,33,96,0.02
6529,73,2025-07-17T00:00:00Z,100.0,83.77,76.83,30,100,0.01
6530,73,2025-07-18T00:00:00Z,92.21,93.98,53.25,36,100,0.01
6531,73,2025-07-19T00:00:00Z,95.51,100.0,69.24,30,100,0.0
6532,73,2025-07-20T00:00:00Z,100.0,100.0,62.16,30,100,0.0
6533,73,2025-07-21T00:00:00Z,100.0,100.0,56.78,30,100,0.0
6534,73,2025-07-22T00:00:00Z,85.12,100.0,53.86,39,100,0.01
6535,73,2025-07-23T00:00:00Z,94.04,100.0,75.87,30,100,0.01
6536,73,2025-07-24T00:00:00Z,82.86,100.0,69.57,33,100,0.01
6537,73,2025-07-25T00:00:00Z,81.49,90.85,56.29,30,100,0.01
6538,73,2025-07-26T00:00:00Z,93.81,92.95,65.51,30,100,0.01
6539,73,2025-07-27T00:00:00Z,81.09,87.69,75.32,30,100,0.02
6540,73,2025-07-28T00:00:00Z,100.0,100.0,61.19,32,95,0.01
6541,73,2025-07-29T00:00:00Z,86.03,0.0,30.86,78,72,22.77
6542,73,2025-07-30T00:00:00Z,79.01,37.19,25.76,100,3,91.77
6543,73,2025-07-31T00:00:00Z,78.39,0.0,26.67,76,8,90.38
6544,73,2025-08-01T00:00:00Z,78.51,0.0,25.9,95,0,97.76
6545,73,2025-08-02T00:00:00Z,77.72,0.0,22.57,97,24,93.9
6546,73,2025-08-03T00:00:00Z,77.66,0.0,22.01,100,18,96.15
6547,73,2025-08-04T00:00:00Z,85.1,34.35,29.47,91,39,47.03
6548,73,2025-08-05T00:00:00Z,100.0,100.0,62.24,33,100,0.0
6549,73,2025-08-06T00:00:00Z,93.67,61.68,14.93,48,65,0.4
6550,73,2025-08-07T00:00:00Z,79.13,0.0,25.49,100,31,92.37
6551,73,2025-08-08T00:00:00Z,78.68,0.0,26.67,100,26,94.08
6552,73,2025-08-09T00:00:00Z,77.19,0.0,21.6,85,0,96.23
6553,73,2025-08-10T00:00:00Z,83.64,4.65,25.73,82,7,90.04
6554,73,2025-08-11T00:00:00Z,94.71,100.0,68.35,33,100,0.01
6555,73,2025-08-12T00:00:00Z,84.72,59.83,29.21,88,41,19.8
6556,73,2025-08-13T00:00:00Z,78.52,0.0,25.28,97,8,97.05
6557,73,2025-08-14T00:00:00Z,95.79,88.06,11.67,42,74,0.06
6558,73,2025-08-15T00:00:00Z,98.06,93.78,68.32,30,100,0.01
6559,73,2025-08-16T00:00:00Z,79.77,0.0,22.38,100,8,97.37
6560,73,2025-08-17T00:00:00Z,77.11,0.0,21.46,100,14,96.91
6561,73,2025-08-18T00:00:00Z,78.47,0.0,25.49,100,0,98.33
6562,73,2025-08-19T00:00:00Z,78.64,0.0,26.39,96,0,97.87
6563,73,2025-08-20T00:00:00Z,78.58,0.0,25.49,98,26,93.41
6564,73,2025-08-21T00:00:00Z,79.06,0.0,26.11,90,12,94.52
6565,73,2025-08-22T00:00:00Z,78.1,0.0,25.42,100,0,98.36
6566,73,2025-08-23T00:00:00Z,76.61,0.0,22.5,100,0,98.48
6567,73,2025-08-24T00:00:00Z,96.48,80.53,9.63,36,98,0.02
6568,73,2025-08-25T00:00:00Z,81.01,8.4,27.76,100,32,88.22
6569,73,2025-08-26T00:00:00Z,79.71,13.33,24.58,82,14,84.57
6570,73,2025-08-27T00:00:00Z,79.22,0.0,25.49,82,36,76.11
6571,74,2025-05-30T00:00:00Z,98.93,89.98,55.21,30,100,0.01
6572,74,2025-05-31T00:00:00Z,100.0,78.05,59.69,30,98,0.01
6573,74,2025-06-01T00:00:00Z,97.93,96.95,74.04,30,100,0.0
6574,74,2025-06-02T00:00:00Z,100.0,100.0,63.68,30,100,0.0
6575,74,2025-06-03T00:00:00Z,94.85,87.84,55.77,30,100,0.01
6576,74,2025-06-04T00:00:00Z,100.0,80.12,63.85,30,100,0.01
6577,74,2025-06-05T00:00:00Z,100.0,100.0,54.09,30,100,0.0
6578,74,2025-06-06T00:00:00Z,100.0,100.0,73.3,30,98,0.0
6579,74,2025-06-07T00:00:00Z,97.62,79.71,56.48,30,100,0.01
6580,74,2025-06-08T00:00:00Z,100.0,97.08,64.8,30,98,0.0
6581,74,2025-06-09T00:00:00Z,100.0,100.0,55.22,30,91,0.01
6582,74,2025-06-10T00:00:00Z,80.48,93.55,69.03,33,98,0.02
6583,74,2025-06-11T00:00:00Z,100.0,100.0,57.78,30,93,0.01
6584,74,2025-06-12T00:00:00Z,94.44,100.0,61.27,30,100,0.0
6585,74,2025-06-13T00:00:00Z,94.52,96.37,68.7,30,100,0.01
6586,74,2025-06-14T00:00:00Z,91.7,89.7,63.69,30,98,0.01
6587,74,2025-06-15T00:00:00Z,88.0,83.96,75.52,30,95,0.02
6588,74,2025-06-16T00:00:00Z,100.0,75.44,71.45,33,100,0.01
6589,74,2025-06-17T00:00:00Z,82.48,97.06,67.75,30,100,0.01
6590,74,2025-06-18T00:00:00Z,100.0,100.0,60.22,30,100,0.0
6591,74,2025-06-19T00:00:00Z,95.38,100.0,66.7,30,98,0.01
6592,74,2025-06-20T00:00:00Z,100.0,100.0,68.33,30,95,0.0
6593,74,2025-06-21T00:00:00Z,100.0,90.74,56.07,30,100,0.01
6594,74,2025-06-22T00:00:00Z,100.0,100.0,64.92,30,100,0.0
6595,74,2025-06-23T00:00:00Z,76.45,77.17,64.2,30,100,0.03
6596,74,2025-06-24T00:00:00Z,97.24,100.0,58.76,30,100,0.0
6597,74,2025-06-25T00:00:00Z,100.0,70.07,71.15,30,100,0.01
6598,74,2025-06-26T00:00:00Z,79.5,87.83,53.47,30,98,0.02
6599,74,2025-06-27T00:00:00Z,100.0,100.0,67.14,30,98,0.0
6600,74,2025-06-28T00:00:00Z,94.55,75.37,55.21,30,100,0.01
6601,74,2025-06-29T00:00:00Z,100.0,100.0,68.67,30,100,0.0
6602,74,2025-06-30T00:00:00Z,84.53,83.65,63.55,30,100,0.02
6603,74,2025-07-01T00:00:00Z,100.0,73.12,58.06,30,100,0.01
6604,74,2025-07-02T00:00:00Z,74.68,100.0,75.99,30,100,0.01
6605,74,2025-07-03T00:00:00Z,97.84,100.0,60.17,30,100,0.0
6606,74,2025-07-04T00:00:00Z,98.01,100.0,64.18,35,100,0.01
6607,74,2025-07-05T00:00:00Z,85.96,88.42,65.65,36,100,0.02
6608,74,2025-07-06T00:00:00Z,94.74,90.58,66.85,32,100,0.01
6609,74,2025-07-07T00:00:00Z,94.71,100.0,60.41,30,100,0.0
6610,74,2025-07-08T00:00:00Z,100.0,84.45,58.47,30,98,0.01
6611,74,2025-07-09T00:00:00Z,93.18,100.0,59.56,33,100,0.01
6612,74,2025-07-10T00:00:00Z,95.67,100.0,60.3,30,100,0.0
6613,74,2025-07-11T00:00:00Z,89.17,99.91,57.05,30,98,0.01
6614,74,2025-07-12T00:00:00Z,85.74,86.5,69.04,30,100,0.01
6615,74,2025-07-13T00:00:00Z,85.24,100.0,69.32,33,100,0.01
6616,74,2025-07-14T00:00:00Z,96.95,87.72,55.19,32,100,0.01
6617,74,2025-07-15T00:00:00Z,97.59,97.73,72.5,30,94,0.01
6618,74,2025-07-16T00:00:00Z,100.0,90.11,72.3,35,100,0.01
6619,74,2025-07-17T00:00:00Z,83.67,100.0,60.74,30,96,0.01
6620,74,2025-07-18T00:00:00Z,94.8,86.03,74.56,33,100,0.01
6621,74,2025-07-19T00:00:00Z,91.86,94.5,58.08,30,100,0.01
6622,74,2025-07-20T00:00:00Z,89.97,100.0,65.86,30,100,0.01
6623,74,2025-07-21T00:00:00Z,100.0,82.31,57.48,36,98,0.01
6624,74,2025-07-22T00:00:00Z,88.99,100.0,63.27,33,98,0.01
6625,74,2025-07-23T00:00:00Z,97.78,100.0,54.92,33,98,0.01
6626,74,2025-07-24T00:00:00Z,100.0,100.0,70.86,30,100,0.0
6627,74,2025-07-25T00:00:00Z,97.37,95.73,59.74,33,98,0.01
6628,74,2025-07-26T00:00:00Z,90.69,100.0,67.74,30,100,0.01
6629,74,2025-07-27T00:00:00Z,92.67,100.0,59.2,30,98,0.01
6630,74,2025-07-28T00:00:00Z,100.0,92.43,66.63,30,100,0.01
6631,74,2025-07-29T00:00:00Z,93.98,85.74,58.43,30,100,0.01
6632,74,2025-07-30T00:00:00Z,93.0,63.21,23.14,38,68,0.18
6633,74,2025-07-31T00:00:00Z,77.96,13.6,25.76,85,11,89.17
6634,74,2025-08-01T00:00:00Z,77.89,0.0,26.04,82,36,77.3
6635,74,2025-08-02T00:00:00Z,78.04,0.0,21.18,55,34,42.51
6636,74,2025-08-03T00:00:00Z,76.96,29.73,20.9,88,0,90.4
6637,74,2025-08-04T00:00:00Z,78.14,0.0,25.56,78,22,84.19
6638,74,2025-08-05T00:00:00Z,77.68,0.0,25.0,88,18,92.38
6639,74,2025-08-06T00:00:00Z,78.08,0.0,25.69,94,18,94.46
6640,74,2025-08-07T00:00:00Z,78.57,0.0,25.97,63,3,84.57
6641,74,2025-08-08T00:00:00Z,84.46,71.42,27.63,74,67,1.82
6642,74,2025-08-09T00:00:00Z,82.06,5.73,23.71,71,7,82.89
6643,74,2025-08-10T00:00:00Z,76.47,0.0,21.74,80,0,95.15
6644,74,2025-08-11T00:00:00Z,76.0,0.0,25.49,81,1,95.3
6645,74,2025-08-12T00:00:00Z,94.03,75.4,12.55,42,88,0.05
6646,74,2025-08-13T00:00:00Z,84.68,62.24,71.61,30,95,0.05
6647,74,2025-08-14T00:00:00Z,87.65,51.68,27.56,52,62,1.18
6648,74,2025-08-15T00:00:00Z,79.41,36.99,25.56,83,31,49.49
6649,74,2025-08-16T00:00:00Z,78.36,28.34,22.22,81,56,27.07
6650,74,2025-08-17T00:00:00Z,76.34,8.59,22.08,69,36,54.47
6651,74,2025-08-18T00:00:00Z,77.92,0.0,26.18,100,36,90.92
6652,74,2025-08-19T00:00:00Z,78.24,40.62,26.11,92,30,61.85
6653,74,2025-08-20T00:00:00Z,78.07,64.91,25.69,75,33,16.11
6654,74,2025-08-21T00:00:00Z,76.5,8.75,24.65,68,60,25.07
6655,74,2025-08-22T00:00:00Z,79.05,0.0,26.25,80,45,64.51
6656,74,2025-08-23T00:00:00Z,76.91,47.56,21.39,88,46,31.7
6657,74,2025-08-24T00:00:00Z,87.47,71.11,18.79,58,74,0.43
6658,74,2025-08-25T00:00:00Z,91.1,32.98,26.67,54,84,0.79
6659,74,2025-08-26T00:00:00Z,78.4,33.01,24.37,94,38,62.24
6660,74,2025-08-27T00:00:00Z,77.69,32.99,25.62,67,67,7.35
6661,75,2025-05-30T00:00:00Z,90.26,84.99,67.12,30,100,0.01
6662,75,2025-05-31T00:00:00Z,80.81,95.68,69.59,30,100,0.01
6663,75,2025-06-01T00:00:00Z,100.0,85.52,56.83,30,95,0.01
6664,75,2025-06-02T00:00:00Z,100.0,100.0,56.6,30,100,0.0
6665,75,2025-06-03T00:00:00Z,100.0,100.0,52.75,30,100,0.0
6666,75,2025-06-04T00:00:00Z,96.43,80.31,71.99,33,100,0.01
6667,75,2025-06-05T00:00:00Z,100.0,80.37,57.44,33,100,0.01
6668,75,2025-06-06T00:00:00Z,89.76,81.35,69.1,33,98,0.02
6669,75,2025-06-07T00:00:00Z,100.0,88.43,71.56,30,96,0.01
6670,75,2025-06-08T00:00:00Z,88.8,97.59,59.56,33,100,0.01
6671,75,2025-06-09T00:00:00Z,90.6,100.0,54.17,30,100,0.01
6672,75,2025-06-10T00:00:00Z,99.53,81.09,58.42,30,100,0.01
6673,75,2025-06-11T00:00:00Z,100.0,100.0,68.21,30,100,0.0
6674,75,2025-06-12T00:00:00Z,100.0,94.53,61.04,35,98,0.01
6675,75,2025-06-13T00:00:00Z,82.99,100.0,57.85,30,100,0.01
6676,75,2025-06-14T00:00:00Z,90.16,100.0,60.22,33,100,0.01
6677,75,2025-06-15T00:00:00Z,100.0,92.71,56.73,30,100,0.0
6678,75,2025-06-16T00:00:00Z,98.98,77.95,61.3,30,100,0.01
6679,75,2025-06-17T00:00:00Z,82.0,97.71,59.27,30,100,0.01
6680,75,2025-06-18T00:00:00Z,89.82,100.0,63.86,33,100,0.01
6681,75,2025-06-19T00:00:00Z,100.0,89.44,52.66,30,100,0.01
6682,75,2025-06-20T00:00:00Z,96.27,79.88,56.69,30,95,0.01
6683,75,2025-06-21T00:00:00Z,100.0,100.0,66.69,32,100,0.0
6684,75,2025-06-22T00:00:00Z,100.0,74.57,71.84,30,98,0.01
6685,75,2025-06-23T00:00:00Z,100.0,100.0,68.27,30,100,0.0
6686,75,2025-06-24T00:00:00Z,96.02,93.22,61.19,30,100,0.01
6687,75,2025-06-25T00:00:00Z,100.0,86.6,61.98,30,100,0.01
6688,75,2025-06-26T00:00:00Z,100.0,81.63,68.86,33,100,0.01
6689,75,2025-06-27T00:00:00Z,100.0,89.21,66.12,30,98,0.01
6690,75,2025-06-28T00:00:00Z,82.45,77.61,68.95,30,100,0.02
6691,75,2025-06-29T00:00:00Z,97.61,100.0,61.66,30,100,0.0
6692,75,2025-06-30T00:00:00Z,86.31,97.55,61.43,30,100,0.01
6693,75,2025-07-01T00:00:00Z,89.4,96.32,58.35,30,100,0.01
6694,75,2025-07-02T00:00:00Z,96.94,100.0,61.94,30,98,0.0
6695,75,2025-07-03T00:00:00Z,100.0,100.0,59.92,30,98,0.0
6696,75,2025-07-04T00:00:00Z,100.0,61.7,54.65,30,100,0.02
6697,75,2025-07-05T00:00:00Z,87.32,100.0,56.56,30,100,0.01
6698,75,2025-07-06T00:00:00Z,100.0,100.0,64.39,30,100,0.0
6699,75,2025-07-07T00:00:00Z,100.0,100.0,65.55,30,90,0.01
6700,75,2025-07-08T00:00:00Z,88.42,75.54,68.39,30,95,0.02
6701,75,2025-07-09T00:00:00Z,100.0,100.0,65.43,33,98,0.0
6702,75,2025-07-10T00:00:00Z,100.0,100.0,61.55,30,100,0.0
6703,75,2025-07-11T00:00:00Z,86.18,89.32,76.75,33,98,0.02
6704,75,2025-07-12T00:00:00Z,100.0,76.9,73.14,30,100,0.01
6705,75,2025-07-13T00:00:00Z,100.0,100.0,55.63,30,100,0.0
6706,75,2025-07-14T00:00:00Z,68.17,100.0,56.79,30,100,0.02
6707,75,2025-07-15T00:00:00Z,82.59,77.02,74.25,30,100,0.02
6708,75,2025-07-16T00:00:00Z,97.68,100.0,55.1,33,100,0.0
6709,75,2025-07-17T00:00:00Z,100.0,95.12,59.81,30,96,0.01
6710,75,2025-07-18T00:00:00Z,100.0,83.94,54.4,30,100,0.01
6711,75,2025-07-19T00:00:00Z,100.0,79.19,65.97,30,100,0.01
6712,75,2025-07-20T00:00:00Z,100.0,100.0,71.5,30,100,0.0
6713,75,2025-07-21T00:00:00Z,100.0,88.61,54.22,30,98,0.01
6714,75,2025-07-22T00:00:00Z,100.0,74.11,57.91,30,100,0.01
6715,75,2025-07-23T00:00:00Z,92.08,100.0,67.56,30,100,0.01
6716,75,2025-07-24T00:00:00Z,80.21,80.64,59.77,30,100,0.02
6717,75,2025-07-25T00:00:00Z,82.99,80.46,70.63,30,98,0.02
6718,75,2025-07-26T00:00:00Z,99.77,74.55,53.86,30,100,0.01
6719,75,2025-07-27T00:00:00Z,93.96,100.0,65.77,30,100,0.01
6720,75,2025-07-28T00:00:00Z,100.0,95.35,73.85,30,95,0.01
6721,75,2025-07-29T00:00:00Z,85.68,58.78,29.71,88,51,12.95
6722,75,2025-07-30T00:00:00Z,80.01,11.75,26.74,70,6,80.68
6723,75,2025-07-31T00:00:00Z,100.0,100.0,56.91,30,94,0.01
6724,75,2025-08-01T00:00:00Z,100.0,100.0,62.32,30,100,0.0
6725,75,2025-08-02T00:00:00Z,82.45,0.0,23.5,53,62,11.48
6726,75,2025-08-03T00:00:00Z,76.89,0.0,21.25,91,0,97.38
6727,75,2025-08-04T00:00:00Z,77.91,0.0,25.42,91,42,81.22
6728,75,2025-08-05T00:00:00Z,80.52,0.0,25.42,95,48,78.14
6729,75,2025-08-06T00:00:00Z,77.59,24.8,25.56,77,29,57.4
6730,75,2025-08-07T00:00:00Z,77.51,0.0,25.69,92,31,89.04
6731,75,2025-08-08T00:00:00Z,78.82,16.55,25.76,92,44,67.2
6732,75,2025-08-09T00:00:00Z,78.71,23.24,21.25,93,39,68.24
6733,75,2025-08-10T00:00:00Z,77.72,28.74,20.83,100,55,55.34
6734,75,2025-08-11T00:00:00Z,94.39,74.96,12.22,47,87,0.07
6735,75,2025-08-12T00:00:00Z,96.96,63.54,20.67,42,92,0.06
6736,75,2025-08-13T00:00:00Z,78.29,16.43,26.53,85,31,72.68
6737,75,2025-08-14T00:00:00Z,85.78,0.66,28.48,64,68,13.29
6738,75,2025-08-15T00:00:00Z,99.82,100.0,61.12,30,100,0.0
6739,75,2025-08-16T00:00:00Z,91.41,38.8,23.18,45,66,0.88
6740,75,2025-08-17T00:00:00Z,75.51,0.0,21.32,92,2,97.45
6741,75,2025-08-18T00:00:00Z,87.64,0.0,24.49,67,61,19.59
6742,75,2025-08-19T00:00:00Z,84.17,100.0,52.64,30,100,0.01
6743,75,2025-08-20T00:00:00Z,82.47,52.15,26.89,61,17,19.78
6744,75,2025-08-21T00:00:00Z,80.37,0.0,26.04,99,27,92.9
6745,75,2025-08-22T00:00:00Z,78.54,0.0,25.42,54,17,61.37
6746,75,2025-08-23T00:00:00Z,95.6,76.22,10.0,41,77,0.07
6747,75,2025-08-24T00:00:00Z,77.59,0.0,22.22,100,3,98.15
6748,75,2025-08-25T00:00:00Z,78.47,0.0,25.28,83,29,83.29
6749,75,2025-08-26T00:00:00Z,77.08,28.68,25.62,95,33,74.06
6750,75,2025-08-27T00:00:00Z,79.18,0.0,25.35,78,32,75.42
6751,76,2025-05-30T00:00:00Z,87.26,100.0,57.64,30,98,0.01
6752,76,2025-05-31T00:00:00Z,100.0,100.0,73.61,33,100,0.0
6753,76,2025-06-01T00:00:00Z,89.77,88.92,74.09,30,100,0.01
6754,76,2025-06-02T00:00:00Z,97.24,94.46,57.89,33,100,0.01
6755,76,2025-06-03T00:00:00Z,96.9,89.19,54.3,40,100,0.01
6756,76,2025-06-04T00:00:00Z,96.67,94.7,58.36,30,100,0.01
6757,76,2025-06-05T00:00:00Z,100.0,86.25,65.61,33,100,0.01
6758,76,2025-06-06T00:00:00Z,95.42,94.73,59.88,30,100,0.01
6759,76,2025-06-07T00:00:00Z,92.59,89.51,57.46,30,100,0.01
6760,76,2025-06-08T00:00:00Z,98.86,99.1,53.42,30,100,0.0
6761,76,2025-06-09T00:00:00Z,100.0,75.6,75.72,30,98,0.01
6762,76,2025-06-10T00:00:00Z,80.16,100.0,56.99,32,100,0.01
6763,76,2025-06-11T00:00:00Z,79.82,90.79,76.78,30,100,0.01
6764,76,2025-06-12T00:00:00Z,98.66,74.2,67.92,30,98,0.01
6765,76,2025-06-13T00:00:00Z,90.47,100.0,59.97,30,100,0.01
6766,76,2025-06-14T00:00:00Z,100.0,80.7,71.04,30,100,0.01
6767,76,2025-06-15T00:00:00Z,81.63,94.36,62.01,30,100,0.01
6768,76,2025-06-16T00:00:00Z,83.8,100.0,54.43,30,100,0.01
6769,76,2025-06-17T00:00:00Z,81.97,100.0,59.49,33,100,0.01
6770,76,2025-06-18T00:00:00Z,91.53,86.26,53.14,30,100,0.01
6771,76,2025-06-19T00:00:00Z,100.0,94.77,56.37,30,100,0.0
6772,76,2025-06-20T00:00:00Z,90.02,100.0,76.79,30,100,0.01
6773,76,2025-06-21T00:00:00Z,99.05,100.0,67.48,30,100,0.0
6774,76,2025-06-22T00:00:00Z,93.41,70.74,65.23,30,100,0.02
6775,76,2025-06-23T00:00:00Z,91.53,100.0,58.81,30,100,0.01
6776,76,2025-06-24T00:00:00Z,89.13,88.12,70.69,30,100,0.01
6777,76,2025-06-25T00:00:00Z,100.0,97.44,68.0,30,100,0.0
6778,76,2025-06-26T00:00:00Z,100.0,89.55,74.02,30,100,0.01
6779,76,2025-06-27T00:00:00Z,98.12,100.0,58.6,33,100,0.0
6780,76,2025-06-28T00:00:00Z,97.99,100.0,60.61,35,98,0.01
6781,76,2025-06-29T00:00:00Z,100.0,100.0,58.25,30,100,0.0
6782,76,2025-06-30T00:00:00Z,98.43,82.36,61.13,30,100,0.01
6783,76,2025-07-01T00:00:00Z,89.08,71.51,54.85,30,100,0.02
6784,76,2025-07-02T00:00:00Z,100.0,100.0,73.63,30,100,0.0
6785,76,2025-07-03T00:00:00Z,100.0,88.92,57.69,30,100,0.01
6786,76,2025-07-04T00:00:00Z,89.56,96.32,67.62,30,96,0.01
6787,76,2025-07-05T00:00:00Z,88.49,96.23,68.93,32,100,0.01
6788,76,2025-07-06T00:00:00Z,93.44,93.94,67.76,30,96,0.01
6789,76,2025-07-07T00:00:00Z,94.67,97.14,61.26,30,100,0.01
6790,76,2025-07-08T00:00:00Z,94.03,100.0,57.16,30,100,0.01
6791,76,2025-07-09T00:00:00Z,100.0,86.44,73.25,33,100,0.01
6792,76,2025-07-10T00:00:00Z,84.17,88.93,55.09,36,100,0.02
6793,76,2025-07-11T00:00:00Z,65.42,87.91,64.79,36,96,0.06
6794,76,2025-07-12T00:00:00Z,87.44,84.97,65.82,30,100,0.01
6795,76,2025-07-13T00:00:00Z,100.0,100.0,76.6,33,100,0.0
6796,76,2025-07-14T00:00:00Z,96.73,100.0,76.68,32,100,0.0
6797,76,2025-07-15T00:00:00Z,93.38,100.0,64.18,30,100,0.01
6798,76,2025-07-16T00:00:00Z,98.72,100.0,65.03,32,100,0.0
6799,76,2025-07-17T00:00:00Z,100.0,63.18,71.42,30,98,0.02
6800,76,2025-07-18T00:00:00Z,80.75,84.57,68.83,30,100,0.02
6801,76,2025-07-19T00:00:00Z,100.0,99.27,73.62,30,100,0.0
6802,76,2025-07-20T00:00:00Z,92.44,63.61,64.0,33,100,0.03
6803,76,2025-07-21T00:00:00Z,83.61,66.9,56.84,30,100,0.03
6804,76,2025-07-22T00:00:00Z,86.59,94.75,72.13,33,100,0.01
6805,76,2025-07-23T00:00:00Z,86.08,100.0,52.88,30,100,0.01
6806,76,2025-07-24T00:00:00Z,88.62,100.0,65.94,33,100,0.01
6807,76,2025-07-25T00:00:00Z,100.0,64.71,65.13,32,100,0.02
6808,76,2025-07-26T00:00:00Z,100.0,89.64,61.16,30,100,0.01
6809,76,2025-07-27T00:00:00Z,83.67,90.51,74.27,32,100,0.01
6810,76,2025-07-28T00:00:00Z,96.12,64.37,60.72,30,100,0.02
6811,76,2025-07-29T00:00:00Z,86.19,0.0,37.14,75,51,41.11
6812,76,2025-07-30T00:00:00Z,83.98,33.44,35.56,79,10,66.89
6813,76,2025-07-31T00:00:00Z,81.56,0.0,34.79,100,4,97.64
6814,76,2025-08-01T00:00:00Z,81.33,0.0,35.56,90,0,96.56
6815,76,2025-08-02T00:00:00Z,81.75,0.0,34.72,84,19,88.11
6816,76,2025-08-03T00:00:00Z,79.88,57.8,35.83,100,32,52.35
6817,76,2025-08-04T00:00:00Z,87.86,28.38,32.38,83,21,59.92
6818,76,2025-08-05T00:00:00Z,99.4,90.18,56.74,30,100,0.01
6819,76,2025-08-06T00:00:00Z,84.38,29.97,35.73,96,54,41.15
6820,76,2025-08-07T00:00:00Z,80.06,6.76,34.79,83,28,78.7
6821,76,2025-08-08T00:00:00Z,81.71,3.14,34.31,62,40,37.97
6822,76,2025-08-09T00:00:00Z,82.2,0.0,35.76,83,53,55.48
6823,76,2025-08-10T00:00:00Z,82.85,37.55,34.65,87,31,50.64
6824,76,2025-08-11T00:00:00Z,92.99,64.53,27.41,38,81,0.09
6825,76,2025-08-12T00:00:00Z,94.96,87.82,39.56,44,69,0.08
6826,76,2025-08-13T00:00:00Z,80.91,19.81,34.58,93,4,92.71
6827,76,2025-08-14T00:00:00Z,79.46,11.94,34.86,98,15,93.58
6828,76,2025-08-15T00:00:00Z,79.81,0.0,35.76,87,44,73.68
6829,76,2025-08-16T00:00:00Z,81.25,5.59,34.65,83,38,68.87
6830,76,2025-08-17T00:00:00Z,79.88,0.0,34.1,93,53,71.83
6831,76,2025-08-18T00:00:00Z,81.57,13.01,34.17,71,9,77.05
6832,76,2025-08-19T00:00:00Z,80.34,0.0,34.31,86,27,85.73
6833,76,2025-08-20T00:00:00Z,87.77,12.14,33.84,61,39,23.79
6834,76,2025-08-21T00:00:00Z,83.75,100.0,57.46,30,100,0.01
6835,76,2025-08-22T00:00:00Z,96.37,71.14,40.0,30,82,0.03
6836,76,2025-08-23T00:00:00Z,78.17,0.0,33.54,83,14,91.46
6837,76,2025-08-24T00:00:00Z,80.27,1.27,34.1,77,26,77.83
6838,76,2025-08-25T00:00:00Z,80.52,2.64,35.28,88,26,86.39
6839,76,2025-08-26T00:00:00Z,81.82,2.19,33.89,86,32,79.92
6840,76,2025-08-27T00:00:00Z,79.46,24.42,35.14,77,43,38.23
