reading_id,machine_id,timestamp,avg_fuel_consumption_rate,idle_fuel_consumption_pct,rpm_variance,coolant_temp_anomalies,productive_time_mins,idle_time_mins,vibration_anomalies,overload_cycles,over_speed_events,tire_pressure_deviations,error_code_frequency,battery_low_voltage_events,anomaly_score,is_anomaly
500398,21,2025-08-28 05:51:00+00:00,9.288,28.28,51.71,0,3,12,0,0,0,0,0,0,0.3578917348413975,0
500899,67,2025-08-28 05:51:00+00:00,10.658,27.04,54.95,0,3,12,0,0,0,0,0,0,0.358510105916397,0
500298,20,2025-08-28 05:54:00+00:00,11.363,29.93,57.22,0,2,13,0,0,0,0,0,0,0.3654981494378948,0
500799,57,2025-08-28 05:54:00+00:00,4.807,33.14,47.1,1,2,13,1,0,0,0,0,0,0.46152373653160933,0
500198,19,2025-08-28 05:57:00+00:00,12.217,23.6,16.78,0,2,13,0,0,0,0,1,0,0.4900005744292244,0
500699,55,2025-08-28 05:57:00+00:00,5.626,31.39,56.94,0,2,13,0,0,0,0,0,0,0.3716681409691016,0
500098,13,2025-08-28 06:00:00+00:00,10.13,30.66,73.42,0,2,13,0,0,0,0,0,0,0.36792828622468626,0
500599,43,2025-08-28 06:00:00+00:00,4.692,26.83,38.46,0,3,12,0,1,0,0,0,0,0.37846435398147377,0
500499,32,2025-08-28 06:03:00+00:00,9.59,24.45,44.09,0,3,12,0,0,0,0,0,0,0.35890286517632275,0
500399,21,2025-08-28 06:06:00+00:00,9.388,31.3,35.7,0,2,13,0,0,0,0,0,0,0.3697959651850992,0
500299,20,2025-08-28 06:09:00+00:00,10.901,21.25,64.36,0,3,12,0,0,0,0,0,0,0.3603811040670231,0
500199,19,2025-08-28 06:12:00+00:00,14.252,26.5,58.77,0,2,13,0,0,0,0,0,0,0.3803705905143666,0
500099,13,2025-08-28 06:15:00+00:00,9.951,24.78,65.57,0,3,12,1,0,0,0,0,0,0.37530739751207404,0
